cap_ave numeric,remove,ooo,money,free,our,char_$,char_!,class
1.375,1,1,1,1,1,1,1,emai
1.902,1,1,1,1,1,1,2,emai
1.259,1,1,1,1,1,1,1,emai
3.5,1,1,1,1,1,1,1,emai
1.3,1,1,1,1,1,1,3,emai
1.785,1,1,1,1,1,1,1,emai
2.187,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2.3,1,1,1,1,2,1,1,emai
2.797,1,1,1,1,1,1,1,emai
1.29,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,1,emai
4.341,1,1,1,1,1,1,1,emai
1.545,1,1,1,1,2,1,1,emai
1.611,1,1,1,1,1,1,1,emai
2.589,1,1,1,1,2,1,1,emai
3.052,1,1,1,1,1,1,3,emai
2.202,1,1,1,2,1,1,2,emai
2.724,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.34,1,1,1,1,1,1,2,emai
2.5,1,1,1,1,1,1,1,emai
1.607,1,1,1,1,1,1,1,emai
2.125,1,1,1,1,1,1,1,emai
6.8,1,1,1,1,1,1,1,emai
1.181,1,1,1,1,1,1,1,emai
1.873,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
5.888,1,1,1,1,1,1,1,emai
1.464,1,1,1,1,1,1,1,emai
2.216,1,1,1,1,1,1,1,emai
2.333,1,1,1,1,1,1,1,emai
2.224,1,1,1,1,1,1,1,emai
1.3,1,1,1,1,1,1,1,emai
1.486,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,1,emai
1.411,1,1,1,1,1,1,1,emai
2.824,1,1,1,1,1,1,1,emai
2.634,1,2,1,1,1,2,1,emai
3.333,1,1,1,1,1,1,1,emai
1.78,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,1,emai
2.309,1,1,2,1,1,1,1,emai
1.382,1,1,1,2,1,1,3,emai
3.317,1,1,1,1,1,1,1,emai
1.98,1,1,1,1,1,1,1,emai
3.015,1,1,1,1,1,1,1,emai
1.468,1,1,1,2,1,1,2,emai
2.125,1,1,1,1,1,1,2,emai
1.718,1,1,1,1,1,1,1,emai
2.928,1,1,1,1,1,1,1,emai
2.222,1,1,1,1,1,1,3,emai
1.764,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.681,1,1,1,1,1,1,1,emai
1.535,1,1,1,2,1,1,2,emai
1.125,1,1,1,1,1,1,1,emai
2.727,1,1,1,1,1,1,1,emai
1.379,1,1,1,1,1,1,1,emai
1.529,1,1,1,1,2,1,1,emai
2.24,1,1,1,1,1,1,1,emai
1.619,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.142,1,1,1,2,2,1,1,emai
1.523,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,1,emai
2,1,1,1,2,1,1,2,emai
1.484,1,1,1,1,2,1,1,emai
1.5,1,1,1,1,1,1,1,emai
1.974,1,1,1,1,1,2,1,emai
3.38,1,1,1,1,1,1,1,emai
2.716,1,1,1,1,2,1,1,emai
2,1,1,1,1,2,1,1,emai
1.763,1,1,1,1,1,1,1,emai
1.843,1,1,1,2,1,1,2,emai
2.142,1,1,1,1,1,1,1,emai
3,1,1,1,1,1,1,1,emai
2.1,1,1,1,1,2,1,1,emai
1.641,1,1,1,1,1,1,1,emai
1.352,1,1,2,1,1,1,1,emai
3.9,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,1,emai
1.611,1,1,1,1,1,1,1,emai
4.446,1,1,1,1,1,1,1,emai
1.666,1,1,1,1,1,1,1,emai
1.9,1,1,1,1,1,1,1,emai
2.293,1,1,1,1,2,1,1,emai
1.666,1,1,1,1,1,1,1,emai
2,1,1,1,1,2,1,1,emai
1.111,1,1,1,2,1,1,1,emai
1.569,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,1,emai
2.28,1,1,1,1,1,1,1,emai
2.065,1,1,1,1,1,1,1,emai
2.486,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
3.75,1,1,1,1,1,1,1,emai
3.923,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
6.823,1,1,1,2,2,1,1,emai
1.4,1,1,1,1,1,1,1,emai
1.571,1,1,1,1,1,1,1,emai
1.068,1,1,1,1,1,1,2,emai
4.326,1,1,1,1,1,1,1,emai
4.25,1,1,1,1,1,1,1,emai
3.875,1,1,1,1,1,1,1,emai
2.464,1,1,1,1,2,1,1,emai
18,1,1,1,1,1,1,1,emai
1.125,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
2.473,1,1,1,1,1,1,2,emai
1.735,1,1,1,1,2,1,1,emai
2.291,1,1,1,1,2,1,3,emai
1.972,1,1,1,1,2,1,1,emai
2.333,1,1,1,1,2,1,1,emai
1.8,1,1,1,1,1,1,1,emai
2.037,1,1,1,1,2,1,2,emai
1.312,1,1,1,1,2,1,1,emai
1.8,1,1,1,1,1,1,1,emai
2.24,1,1,1,1,2,1,2,emai
1.204,1,1,1,2,2,1,1,emai
2.988,1,1,1,2,2,1,2,emai
1.8,1,1,1,1,1,1,1,emai
2.227,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
2.5,1,1,1,1,1,1,1,emai
2.166,1,1,1,1,1,1,1,emai
2.142,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
5.264,1,1,1,1,1,1,1,emai
5.331,2,1,1,1,1,1,1,emai
4.4,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.48,1,1,1,1,2,1,1,emai
5.603,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
3.333,1,1,1,1,1,1,1,emai
2.428,1,1,1,1,1,1,1,emai
3,1,1,1,1,1,1,1,emai
3.037,1,1,1,1,2,1,1,emai
4.333,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1.384,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
4.808,1,1,1,1,1,1,1,emai
1.571,1,1,1,1,2,1,1,emai
1.714,1,1,1,1,1,1,2,emai
1,1,1,1,1,1,1,1,emai
2.646,1,1,1,1,1,1,1,emai
1.472,1,1,1,1,2,1,1,emai
2.63,1,1,1,1,2,1,1,emai
1.481,1,1,1,1,1,1,1,emai
1.269,1,1,1,1,1,1,1,emai
1.652,1,1,1,1,1,1,1,emai
1.333,1,1,1,1,1,1,1,emai
1.695,1,1,1,1,1,1,1,emai
1.541,1,1,1,1,1,1,1,emai
2.902,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.911,1,1,1,1,1,2,1,emai
2,1,2,1,1,1,1,1,emai
2.708,1,1,1,1,1,1,1,emai
4.484,1,1,1,1,1,1,1,emai
2.186,1,1,1,1,1,1,1,emai
2.197,1,1,1,1,1,1,1,emai
1.055,1,1,1,1,2,1,2,emai
17.952,1,1,1,1,1,1,1,emai
1.354,1,1,2,1,2,1,1,emai
1.87,1,1,1,1,2,1,1,emai
1.85,1,1,1,1,1,1,1,emai
2.3,1,1,1,1,1,1,3,emai
3.333,1,1,1,1,1,1,1,emai
1.48,1,1,1,1,1,1,1,emai
4.571,2,1,1,1,1,2,1,emai
1.552,1,1,1,1,1,1,1,emai
1.4,1,1,1,1,2,1,1,emai
1.588,1,1,1,2,2,1,1,emai
2.214,1,1,1,1,1,1,1,emai
5.473,1,1,1,1,1,2,1,emai
2.277,1,1,1,1,1,1,1,emai
2.151,1,1,1,1,1,1,1,emai
1.461,1,1,1,1,1,1,1,emai
2.364,1,1,1,1,2,1,1,emai
1.99,1,1,1,1,2,1,1,emai
1.888,1,1,1,1,1,1,1,emai
1.4,1,1,1,1,1,1,1,emai
1.806,1,1,1,2,1,1,1,emai
1.528,1,1,1,1,1,1,1,emai
1.2,1,1,1,2,1,1,1,emai
1.666,1,1,1,1,1,1,1,emai
1.635,1,1,1,1,2,1,1,emai
2.386,1,1,1,1,1,1,1,emai
1.541,1,1,1,1,1,1,1,emai
1.65,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,1,emai
1.454,1,1,1,1,1,1,1,emai
2.391,1,1,1,1,1,1,1,emai
2.09,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
3.333,1,1,1,1,1,1,1,emai
3.789,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
3.196,1,1,1,1,1,1,1,emai
1.777,1,1,1,1,1,1,2,emai
1.857,1,1,1,1,1,1,1,emai
2.879,1,1,1,2,1,1,1,emai
17.857,1,1,1,1,1,1,1,emai
2.198,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,1,emai
1.166,1,1,1,1,1,1,1,emai
1.166,1,1,1,1,1,1,1,emai
4.223,1,1,1,1,2,1,1,emai
2.333,1,1,1,1,1,1,3,emai
2.5,1,1,1,1,1,1,1,emai
1.47,1,1,1,1,1,1,1,emai
2.15,1,2,1,1,1,1,1,emai
2.157,1,1,1,2,1,1,1,emai
1.187,1,1,1,1,1,1,2,emai
1.25,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.5,1,1,1,1,1,1,3,emai
1,1,1,1,1,1,1,1,emai
1.218,1,1,1,2,1,1,3,emai
2.444,1,1,1,1,1,1,1,emai
1.611,1,1,1,1,1,1,1,emai
1.5,1,1,1,1,2,1,3,emai
2.341,1,1,1,1,2,1,1,emai
2.8,1,1,1,1,1,1,1,emai
1.455,1,1,1,1,2,1,1,emai
2.876,1,1,1,1,2,1,1,emai
1.933,1,1,1,1,1,1,2,emai
1.285,1,1,1,1,1,1,1,emai
1.25,1,1,1,1,1,1,1,emai
1.181,1,1,1,1,1,1,1,emai
4.25,1,1,1,1,1,1,1,emai
1.629,2,1,1,1,1,1,1,emai
1.75,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.677,1,1,1,1,2,1,1,emai
4.115,1,1,1,1,2,2,2,emai
2.926,1,1,1,1,2,1,1,emai
2.658,1,1,1,1,1,2,1,emai
1.389,1,1,1,1,2,1,1,emai
2.524,1,1,1,1,2,1,1,emai
1.533,2,1,1,1,2,1,2,emai
2.101,1,1,1,1,1,1,2,emai
1.877,1,1,1,1,2,1,1,emai
2.705,1,1,1,1,1,1,1,emai
2.166,1,1,1,1,1,1,1,emai
3.333,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.827,1,1,1,1,1,1,1,emai
2.785,1,1,1,1,1,1,1,emai
2.347,1,1,1,1,1,1,1,emai
2.034,1,1,1,1,1,1,1,emai
1.74,1,1,1,1,2,1,1,emai
1.785,1,1,1,1,2,1,1,emai
3.333,1,1,1,1,1,1,1,emai
3.333,1,1,1,1,1,1,1,emai
5.291,1,1,1,1,1,1,1,emai
1.759,1,1,1,1,2,1,1,emai
3.846,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.529,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2.285,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.5,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.5,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,1,emai
1.142,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.428,1,1,1,1,2,1,1,emai
2.508,1,1,1,1,1,1,1,emai
3.275,1,1,1,1,2,1,1,emai
4.665,1,1,1,1,1,1,1,emai
2.022,1,1,1,1,1,1,2,emai
2.306,1,1,1,1,1,1,1,emai
1.12,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,1,emai
1.25,1,1,1,1,1,1,1,emai
2.35,1,1,1,1,2,1,2,emai
1.936,1,1,1,1,1,1,1,emai
1.784,1,1,1,1,2,1,1,emai
2.288,1,1,1,1,1,1,2,emai
2.321,1,1,1,1,1,1,1,emai
1.115,1,1,1,1,2,1,1,emai
1.788,1,1,1,1,1,1,1,emai
1,1,1,1,1,2,1,1,emai
1.25,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
5.888,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
5.593,1,1,1,1,2,1,1,emai
1.38,1,1,1,2,1,1,2,emai
4.325,1,1,1,1,2,1,1,emai
1.285,1,1,1,1,2,1,2,emai
1.714,1,1,1,1,2,1,1,emai
1.2,1,1,1,1,1,1,1,emai
1.913,1,1,1,2,2,1,1,emai
2.275,1,1,1,1,1,1,1,emai
2.076,1,1,1,1,1,1,3,emai
1.705,1,1,1,1,2,1,1,emai
2.857,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.5,1,1,1,1,1,1,1,emai
1.545,1,1,1,1,1,1,1,emai
1.686,1,1,1,1,1,1,1,emai
1,1,1,1,1,2,1,1,emai
1.333,1,1,1,1,2,1,1,emai
1.565,1,1,1,1,1,1,2,emai
1.312,1,1,1,1,2,1,2,emai
1.574,1,1,1,1,2,1,1,emai
1.75,1,1,1,1,1,1,1,emai
17.904,1,1,1,1,1,1,1,emai
2.227,1,1,1,1,1,1,1,emai
1.712,1,1,1,2,1,1,1,emai
1.25,1,1,1,1,1,1,1,emai
2.529,1,1,1,1,1,1,1,emai
1.647,1,1,1,1,1,1,1,emai
3.666,1,1,1,1,2,1,1,emai
1.214,1,1,1,1,1,1,2,emai
3.277,1,1,1,2,1,1,1,emai
2.111,1,1,1,1,1,1,1,emai
1.72,1,1,1,2,2,2,2,emai
1.285,1,1,1,2,1,1,1,emai
1.384,1,1,1,1,1,1,1,emai
1.777,1,1,1,1,2,1,2,emai
1,1,1,1,1,1,1,1,emai
3.716,1,1,1,1,2,1,1,emai
1.536,1,1,1,1,2,1,1,emai
1.406,1,1,1,1,1,1,1,emai
6.333,1,1,1,1,1,1,1,emai
2.5,1,1,1,1,1,1,1,emai
3.888,1,1,1,1,1,1,1,emai
3.291,1,1,1,1,1,1,1,emai
1.66,1,1,1,1,1,1,1,emai
1.6,1,1,1,1,2,1,2,emai
2.068,1,1,1,1,2,1,1,emai
2.386,1,1,1,1,1,1,1,emai
2.45,1,1,1,1,1,1,1,emai
3.212,1,1,1,1,1,1,1,emai
2.738,1,1,1,1,1,1,1,emai
1.4,1,1,1,1,1,1,1,emai
4.461,1,1,1,1,1,1,1,emai
2.174,1,1,1,1,1,1,1,emai
4.666,1,1,1,1,1,1,1,emai
1,1,1,1,2,2,1,1,emai
4.122,1,1,1,1,1,1,1,emai
1.928,1,1,1,1,1,1,1,emai
2.4,1,1,1,2,2,1,1,emai
1.578,1,1,1,1,1,1,1,emai
1.222,1,1,1,1,1,1,1,emai
1.601,1,1,1,1,1,1,1,emai
1.602,1,1,1,1,1,1,1,emai
1.748,1,1,1,1,2,1,1,emai
2.44,1,1,1,1,1,1,1,emai
3.444,1,1,1,1,1,1,3,emai
1.725,1,1,1,1,1,1,1,emai
2.875,1,1,1,1,1,1,1,emai
1.5,1,1,1,1,2,1,1,emai
2.068,1,1,1,1,2,1,1,emai
2.862,1,1,1,1,1,1,1,emai
3.444,1,1,1,1,1,1,1,emai
1.373,1,1,1,1,1,1,1,emai
2.333,1,1,1,1,2,1,1,emai
1.878,1,1,1,1,1,1,1,emai
2.259,1,1,1,1,2,1,1,emai
2.588,1,1,1,1,1,1,2,emai
2.096,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,3,emai
3.1,1,1,1,1,1,1,1,emai
1.076,1,1,1,1,1,1,2,emai
1,1,1,1,1,1,1,3,emai
1.081,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,1,emai
2.315,1,1,1,1,1,1,1,emai
1.684,1,1,1,1,1,1,2,emai
1.275,1,1,1,1,1,1,1,emai
2.166,1,1,1,1,1,1,3,emai
1,1,1,1,1,1,1,1,emai
1.129,1,1,1,1,2,1,1,emai
1.36,1,1,1,1,1,1,3,emai
1.829,1,1,1,1,1,1,2,emai
1.5,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.24,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,3,emai
1,1,1,1,1,1,1,1,emai
1.428,1,1,1,1,1,1,1,emai
1.214,1,1,1,1,2,1,1,emai
1.406,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.515,1,1,1,1,1,2,1,emai
1.142,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,3,emai
1,1,1,1,2,1,1,1,emai
1,1,1,1,1,1,1,3,emai
1.833,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.285,1,1,1,1,1,1,1,emai
4.176,1,1,1,2,1,1,1,emai
1.727,1,1,1,1,1,1,1,emai
3.149,1,1,1,1,1,1,1,emai
1.458,1,1,1,1,2,1,1,emai
1.523,1,1,1,1,1,1,1,emai
2.063,1,1,1,1,1,1,1,emai
2.078,1,1,1,1,2,1,1,emai
2.527,1,1,1,1,1,1,1,emai
3.304,1,1,1,1,1,1,1,emai
3.391,1,1,1,1,1,1,1,emai
1.111,1,1,1,1,1,1,1,emai
1.857,1,1,1,1,1,1,1,emai
2.686,1,1,1,1,2,1,2,emai
1.857,1,1,1,2,1,1,3,emai
1.652,1,1,1,1,1,2,2,emai
4.375,1,1,1,2,1,1,2,emai
2.89,1,2,2,2,2,1,2,emai
5.8,1,1,1,2,1,1,1,emai
1.119,1,1,1,1,1,1,3,emai
1,1,1,1,1,1,1,2,emai
1,1,1,1,1,1,1,3,emai
1.222,1,1,1,1,1,1,3,emai
1.77,1,1,1,1,1,1,1,emai
1.333,1,1,1,1,1,1,1,emai
1.4,1,1,1,1,1,1,1,emai
1.071,1,1,2,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.403,1,1,2,2,1,1,3,emai
1,1,1,1,1,1,1,1,emai
1.5,1,1,1,1,1,1,1,emai
2.608,1,1,1,1,1,1,1,emai
2.172,1,1,1,1,1,1,2,emai
1.777,1,1,1,1,1,1,2,emai
2.391,1,1,1,1,1,1,1,emai
7.288,1,1,1,1,2,1,1,emai
1.263,1,1,1,2,1,1,2,emai
2.538,1,1,1,1,1,2,2,emai
1.636,1,1,1,1,1,1,1,emai
2.533,1,1,1,2,2,1,1,emai
2.084,1,1,1,1,2,1,1,emai
1.264,1,1,1,1,2,1,1,emai
2,1,1,1,1,1,1,2,emai
2.5,1,1,2,1,1,1,3,emai
1.96,1,1,1,1,1,1,2,emai
6.51,1,1,1,1,1,1,2,emai
5.754,1,1,1,1,1,1,1,emai
6.186,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,2,emai
2.184,1,1,1,2,1,1,1,emai
2.45,1,1,1,1,1,2,1,emai
2.038,1,1,1,2,1,1,3,emai
3.08,1,1,1,1,1,1,1,emai
1.386,1,1,1,1,1,1,3,emai
1.592,2,1,1,1,2,2,1,emai
3,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.125,1,1,1,1,1,1,1,emai
1.111,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,1,emai
1.612,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2.854,1,1,2,2,1,2,1,emai
2.171,1,1,1,1,1,1,3,emai
2.23,1,1,1,1,1,1,3,emai
1.833,1,1,1,1,1,1,2,emai
1.203,1,1,1,1,1,1,1,emai
1.75,1,1,1,1,1,1,1,emai
1.937,1,1,1,1,1,1,2,emai
1.627,1,1,2,1,1,1,1,emai
1.538,1,1,1,1,1,1,1,emai
5.07,1,1,1,2,1,1,2,emai
8.478,1,1,1,2,1,1,1,emai
5.196,1,1,1,2,1,1,2,emai
4,1,1,1,2,1,1,2,emai
3.122,1,1,1,2,1,1,2,emai
2.621,1,1,1,1,1,1,1,emai
2.057,1,1,1,1,1,1,1,emai
1.538,1,1,1,1,2,1,3,emai
1.947,1,1,1,1,1,1,1,emai
1.247,1,1,1,1,1,1,1,emai
2.666,1,1,1,1,1,1,3,emai
1.642,1,1,1,2,1,1,1,emai
13.25,1,1,1,1,1,1,3,emai
1.901,1,1,1,1,2,1,1,emai
2.13,1,1,1,1,1,1,3,emai
3.4,1,1,1,1,1,1,3,emai
2.352,1,1,1,1,1,1,1,emai
2.294,1,1,1,1,1,1,1,emai
1.5,1,1,1,1,1,1,1,emai
2.285,1,1,1,1,1,1,3,emai
1.222,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2.241,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.1,1,1,1,2,1,2,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.137,1,1,1,1,1,1,1,emai
1.122,1,1,1,2,1,1,1,emai
2.125,1,1,1,1,1,1,3,emai
2.076,1,1,1,1,1,1,2,emai
3.125,1,1,1,1,1,1,2,emai
3.117,1,1,1,1,1,1,1,emai
1.36,1,1,1,1,1,1,1,emai
3,1,1,1,1,1,2,3,emai
2.72,1,1,1,1,1,2,1,emai
1.198,1,1,1,1,1,1,1,emai
3.173,1,1,1,1,1,2,1,emai
3.125,1,1,1,1,1,1,1,emai
3.377,1,1,1,1,1,1,1,emai
1.722,1,1,1,1,1,1,1,emai
1.837,1,1,1,1,1,1,1,emai
2,1,1,1,1,2,1,1,emai
1.433,1,1,1,1,2,1,1,emai
1.666,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,1,emai
1.611,1,1,1,2,1,1,1,emai
1.9,1,1,1,1,1,1,1,emai
2.447,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.13,1,1,1,1,2,1,1,emai
2.432,1,1,1,1,2,1,1,emai
1.489,1,1,1,1,2,1,1,emai
1.22,1,1,1,2,1,1,1,emai
1.488,1,1,1,1,1,1,1,emai
1.2,1,1,1,1,1,1,1,emai
3.766,1,1,1,1,1,1,1,emai
1.571,1,1,1,1,1,1,1,emai
1.586,1,1,1,1,1,1,1,emai
1.375,1,1,1,1,1,1,1,emai
1.793,1,1,1,1,2,1,1,emai
1.111,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.555,1,1,1,1,1,1,2,emai
1.404,1,1,1,1,1,1,1,emai
1.147,1,1,1,1,2,1,1,emai
